,genes
3285,SIRT5
3286,RAB14
3287,AGPAT1
3288,PDXK
3289,GABRA6
3290,LMAN2
3291,ANO6
3292,PLEC
3293,STMN2
3294,SMS
3295,CBX5
3296,MOB4
3297,GLUL
3298,WNK1
3299,GNB1
3300,CLIC1
3301,PEX5L
3302,COQ10B
3303,SUMO1
3304,ARF4
3305,ARHGAP26
3306,ACSL4
3307,ATP1A2
3308,CCDC6
3309,FER
3310,FGD4
3311,IDE
3312,MGRN1
3313,PTGES2
3314,PAK3
3315,ZNF850
3316,ALS2
3317,GANAB
3318,GSTM4
3319,NTRK2
3320,PAPSS1
3321,UQCRH
3322,NASP
3323,USP7
3324,VASN
3325,FLOT1
3326,HMGN4
3327,DUT
3328,SLC4A8
3329,TRPM2
3330,ATP12A
3331,ENDOD1
3332,RPS25
3333,GSTM3
3334,DPYSL3
3335,RGMA
3336,WASF2
3337,CNTNAP4
3338,PLEKHA1
3339,DAGLA
3340,FAM98B
3341,PTGFRN
3342,CDV3
3343,CPNE1
3344,HCFC1
3345,COX7A2
3346,CPNE3
3347,PLXNB1
3348,RPA1
3349,DNAJC5
3350,HIP1
3351,RAB2B
3352,AIP
3353,HSP90AB1
3354,YWHAB
3355,PRUNE2
3356,STIM1
3357,SOD3
3358,PSMD6
3359,TNPO1
3360,NUCB1
3361,PCYT2
3362,HOMER3
3363,MOCS1
3364,TALDO1
3365,TMPO
3366,OCRL
3367,HECTD3
3368,ITM2C
3369,KXD1
3370,RAB27B
3371,KCNIP4
3372,MED17
3373,RIMS1
3374,ACTN1
3375,KLHL22
3376,PDIA3
3377,DXO
3378,PPP1R7
3379,PCDH1
3380,GRB2
3381,CHMP5
3382,GFM2
3383,KPNA6
3384,KCTD12
3385,NSFL1C
3386,MOXD1
3387,TRAF6
3388,STAG1
3389,ACTR3
3390,FECH
3391,EEA1
3392,RP2
3393,SRGAP1
3394,PMVK
3395,MYH9
3396,CADM4
3397,CRYL1
3398,CAMLG
3399,ITGB1
3400,ZNF638
3401,CSNK1A1
3402,MYO6
3403,HYOU1
3404,GMPPB
3405,ACO2
3406,EXOC6B
3407,PLAA
3408,TXNL4A
3409,GRID1
3410,PEG3
3411,USP15
3412,AP1M1
3413,SH3GL1
3414,PRKAB1
3415,STAT5B
3416,TBC1D22B
3417,DAGLB
3418,GNG2
3419,SLC35C2
3420,ACTL6A
3421,NDUFAF1
3422,TMX1
3423,ADD1
3424,PEA15
3425,STAT1
3426,PPA1
3427,LARP1
3428,NEDD4L
3429,PBRM1
3430,PCSK1N
3431,LRCH3
3432,NES
3433,RAP2A
3434,TUBB2A
3435,PRRT2
3436,VIPAS39
3437,STXBP5L
3438,RPL4
3439,S100A11
3440,TSC22D4
3441,TRIM9
3442,ARPC3
3443,ITIH2
3444,ARFGEF1
3445,ALCAM
3446,TAX1BP3
3447,DDB1
3448,PTCD3
3449,RPAP3
3450,DNER
3451,EXOG
3452,RELA
3453,GAD2
3454,IGLL5
3455,RGS20
3456,CYTH1
3457,TRIO
3458,TUBGCP2
3459,CHCHD2
3460,BRSK1
3461,BANF1
3462,SLC25A5
3463,CHAT
3464,AGAP2
3465,GGA1
3466,HINT1
3467,LSAMP
3468,NT5C2
3469,GRID2
3470,WDR20
3471,ARHGDIB
3472,CBR1
3473,SLC25A3
3474,SREK1
3475,FAM3C
3476,SYT1
3477,SYP
3478,NAPEPLD
3479,MRPL48
3480,GLTP
3481,RPL28
3482,MTX1
3483,LDHA
3484,SMPD4
3485,AMER2
3486,SPHKAP
3487,TUB
3488,ACHE
3489,CPT2
3490,MICU3
3491,DGAT1
3492,FUBP3
3493,MRPS31
3494,NDRG1
3495,TNR
3496,ACTR3B
3497,GNPAT
3498,RTCA
3499,SHOC2
3500,GAD1
3501,WASL
3502,RPS24
3503,HSPE1
3504,UPF2
3505,ALDH1L1
3506,NDUFA5
3507,DNM1L
3508,NUP160
3509,SCO1
3510,DDOST
3511,PNPO
3512,DMWD
3513,EXOC8
3514,PFKL
3515,MAN2C1
3516,SNRPE
3517,MOSPD2
3518,CDK5
3519,ERC2
3520,TERF2
3521,MBOAT2
3522,CHMP3
3523,GYS1
3524,PANX1
3525,ARF5
3526,BRAF
3527,FARSB
3528,CCT4
3529,HEBP2
3530,KIFC3
3531,PLXNA3
3532,GNG10
3533,SYNJ2BP
3534,CRYAB
3535,ALDH3A2
3536,SLC44A1
3537,PEX1
3538,ARF6
3539,TSNAX
3540,KALRN
3541,KIF5A
3542,SUMF2
3543,BASP1
3544,PARS2
3545,DDX6
3546,ATG7
3547,GID8
3548,PHLDA3
3549,SPIN1
3550,GALNT8
3551,SRPRB
3552,MTOR
3553,NAA50
3554,NT5C1B
3555,MYL9
3556,RAB11B
3557,SEZ6L2
3558,MRPL17
3559,SNRPD1
3560,ELOVL4
3561,USP47
3562,KMT2D
3563,PPP6R1
3564,PYGL
3565,GOSR2
3566,UBE2H
3567,BLVRA
3568,IMPDH2
3569,SEC24A
3570,ADCY9
3571,STX4
3572,RAB39B
3573,RFT1
3574,SEC61B
3575,CORO1C
3576,DDX5
3577,PNPLA8
3578,RGS7
3579,MTA3
3580,KIF2A
3581,KIF21B
3582,PSMB1
3583,MAOA
3584,PSPC1
3585,RPS19
3586,SNRNP200
3587,PGM2L1
3588,KSR1
3589,IQSEC1
3590,PI4KB
3591,PREB
3592,VCPIP1
3593,CISD2
3594,CHD2
3595,SLC44A2
3596,PFN1
3597,ITPK1
3598,IPO7
3599,TSPAN14
3600,PPP3CC
3601,GNL1
3602,SAE1
3603,IDH1
3604,RPS6
3605,FGF2
3606,CPPED1
3607,FAM98A
3608,TBC1D10B
3609,SLC25A46
3610,TMEM201
3611,ATP8A2
3612,IDH3G
3613,ABCA2
3614,AFAP1L1
3615,CCAR2
3616,PGBD5
3617,SNTB2
3618,DYNC1LI2
3619,CORO7
3620,EIF4G3
3621,OCIAD1
3622,AKR1C3
3623,CSNK2A2
3624,NDUFS1
3625,PGAM1
3626,DTD1
3627,GORASP2
3628,MTX2
3629,COX20
3630,SRSF7
3631,CNTN1
3632,DNAJB13
3633,HCCS
3634,LMO7
3635,ATP6V1B2
3636,MRPL13
3637,NDUFA7
3638,DESI1
3639,CFL1
3640,PSMB4
3641,CFL2
3642,CRBN
3643,VPS45
3644,AKT1
3645,F13A1
3646,BNIP2
3647,HADH
3648,NAPG
3649,PCYOX1
3650,PTPN3
3651,SLC9A3
3652,TAB1
3653,GNAI1
3654,YEATS4
3655,TK2
3656,RBX1
3657,TP53BP2
3658,CAT
3659,PDZD11
3660,NPC2
3661,ADD3
3662,RPL36
3663,UBA3
3664,POLR1C
3665,BCLAF1
3666,ERAP1
3667,ENY2
3668,SEC13
3669,FCGR1A
3670,MINK1
3671,EMC2
3672,LMNA
3673,REEP5
3674,YWHAG
3675,CACNA1B
3676,SRSF4
3677,PTDSS1
3678,ACADM
3679,NLRX1
3680,SLC8A2
3681,ZNF423
3682,CACYBP
3683,UBAC1
3684,TNPO2
3685,MLST8
3686,ENTPD3
3687,NFASC
3688,RAB3B
3689,SHISA6
3690,ARF3
3691,COX5A
3692,GRIK2
3693,SRC
3694,SH3PXD2A
3695,UBE4A
3696,RPL24
3697,CAP2
3698,GAPDHS
3699,SUPT4H1
3700,DNM3
3701,POFUT1
3702,ABHD17B
3703,CRABP2
3704,SLC1A2
3705,SNRPC
3706,HMGN2
3707,RHOB
3708,POR
3709,ATE1
3710,NFIB
3711,SWAP70
3712,ISCA2
3713,VCP
3714,RDH13
3715,ITGB5
3716,UBA1
3717,SLC9A1
3718,TIMM8A
3719,GPR37L1
3720,TMEM9B
3721,PDIA4
3722,PRKG1
3723,MAP1LC3A
3724,BECN1
3725,SYMPK
3726,MRPL19
3727,NPRL2
3728,CSDE1
3729,GALK1
3730,ISG15
3731,SPTAN1
3732,TGM3
3733,AHCTF1
3734,DNAJB6
3735,STXBP5
3736,NIPBL
3737,SGIP1
3738,RGN
3739,ACSL6
3740,GAPVD1
3741,ITGAV
3742,PSMD5
3743,CA4
3744,EDF1
3745,LAMTOR1
3746,PNP
3747,SYNCRIP
3748,C2CD2L
3749,CHID1
3750,RNPS1
3751,UROS
3752,SETDB1
3753,DDX46
3754,HIGD1A
3755,TBK1
3756,TMOD1
3757,GPRIN1
3758,ECI2
3759,ARPC4
3760,ERLEC1
3761,WIPF2
3762,MOGS
3763,RAP1GAP2
3764,TRO
3765,PRDX1
3766,PDK2
3767,HERC1
3768,ANKMY2
3769,CDC37
3770,IMPDH1
3771,RAB37
3772,TPM2
3773,DBI
3774,TIMM9
3775,YES1
3776,PACSIN1
3777,LETM1
3778,COL18A1
3779,CLPP
3780,FGFR1OP2
3781,POGZ
3782,BCAR1
3783,CCT5
3784,MTFR1L
3785,PLG
3786,FAF1
3787,RWDD1
3788,SPTBN1
3789,NDUFB6
3790,LIPE
3791,TRIM25
3792,RPL27A
3793,CAMK2G
3794,OSBPL6
3795,PPME1
3796,HNRNPK
3797,CDC73
3798,SMAD1
3799,TPD52
3800,PDE12
3801,PDZD2
3802,ARHGAP44
3803,GSTT2B
3804,MARK2
3805,PRKAA2
3806,NFS1
3807,CLIP2
3808,EPHA4
3809,PGRMC2
3810,VPS13D
3811,EZR
3812,ACTR10
3813,ARF1
3814,ARFGAP2
3815,CDC42EP1
3816,COLGALT1
3817,KIF3A
3818,ACADVL
3819,GNG5
3820,OSBPL11
3821,DNAJC3
3822,CLTC
3823,PSMD13
3824,SERINC1
3825,NPLOC4
3826,UBR4
3827,DDX17
3828,KRT9
3829,EEF2
3830,SPTBN4
3831,HGS
3832,PALLD
3833,NTRK3
3834,COPS7A
3835,RYR3
3836,APP
3837,AMPH
3838,APOL1
3839,XPO5
3840,PSMB8
3841,RAB3C
3842,PITHD1
3843,PPFIA1
3844,SERBP1
3845,SLC9A6
3846,SF3B6
3847,NEFM
3848,NGLY1
3849,PFKM
3850,APOOL
3851,IMPACT
3852,NID2
3853,THSD7A
3854,RAB31
3855,CUL2
3856,MTMR2
3857,LRRC59
3858,LAMTOR2
3859,CNDP1
3860,CUL4B
3861,LGALS3BP
3862,SAFB
3863,IPO11
3864,HNRNPH3
3865,RGS3
3866,ZC3H15
3867,TCOF1
3868,HID1
3869,KCNAB2
3870,MMS19
3871,XPO1
3872,TRAPPC10
3873,NDUFV2
3874,KIAA1191
3875,TAOK2
3876,DYNLT1
3877,DDX39B
3878,DHCR7
3879,IMPA1
3880,FUCA1
3881,CIAPIN1
3882,FGFR4
3883,PAK1
3884,ATG9A
3885,FAAH
3886,TIMP3
3887,LMAN1
3888,DDX18
3889,RPS23
3890,DYNC1LI1
3891,TTYH1
3892,DIAPH1
3893,CLTCL1
3894,OXSM
3895,PCP2
3896,SUOX
3897,LHPP
3898,MND1
3899,YLPM1
3900,NUP133
3901,HCN4
3902,CDKN2AIP
3903,KHDRBS3
3904,RAPH1
3905,GLIPR2
3906,TRAF3
3907,GIPC1
3908,DGKI
3909,DYNLL2
3910,MRVI1
3911,NT5E
3912,KIF5B
3913,NMT1
3914,CEP170B
3915,FAM126A
3916,PRKACA
3917,TRAPPC2L
3918,TBC1D15
3919,ABCB10
3920,MMGT1
3921,IP6K1
3922,TIA1
3923,PEPD
3924,CLDN11
3925,STIP1
3926,DYNC2H1
3927,PHKA1
3928,VPS26A
3929,IPO9
3930,RPS6KA5
3931,SLC1A3
3932,TLN2
3933,AGK
3934,AIMP2
3935,TBC1D7
3936,MYH11
3937,HIBCH
3938,SMARCA4
3939,CREBBP
3940,FKBP15
3941,UBXN7
3942,TNPO3
3943,PRKACB
3944,PAFAH1B1
3945,DIAPH2
3946,CEP250
3947,MCMBP
3948,ENAH
3949,COX7A2L
3950,NACA
3951,AAMDC
3952,YARS2
3953,ARHGAP25
3954,GBF1
3955,SIPA1L1
3956,LAP3
3957,ARPIN
3958,SMAP2
3959,PAPSS2
3960,SCRN1
3961,CDK17
3962,COQ7
3963,KPNA3
3964,RALY
3965,EDC3
3966,NDUFV1
3967,PIK3R1
3968,HNRNPH2
3969,AKAP1
3970,PCBP4
3971,PYCARD
3972,BCAP31
3973,ALAD
3974,SYNJ1
3975,TRNT1
3976,RIC8B
3977,KRAS
3978,PSMA4
3979,PLXNA1
3980,BRINP2
3981,PRPF19
3982,STON2
3983,MTMR6
3984,PRKAR2A
3985,CAMK1D
3986,PANK4
3987,CELF4
3988,NDUFA13
3989,SLC25A23
3990,CCDC22
3991,CNN3
3992,VDAC2
3993,HBG2
3994,GMPPA
3995,CAPN5
3996,MFF
3997,PELP1
3998,CSF1R
3999,LPP
4000,PGAP1
4001,ARHGEF2
4002,MARK3
4003,ACTBL2
4004,HNRNPUL1
4005,MAPK8IP3
4006,SCG2
4007,FN3K
4008,DAP3
4009,NACAD
4010,F3
4011,HADHB
4012,TJP2
4013,GRIA1
4014,SARM1
4015,SNTB1
4016,MYEF2
4017,HMGCS1
4018,LINGO1
4019,SGSM1
4020,FH
4021,WDR44
4022,DCHS1
4023,ATP2B4
4024,PPIP5K1
4025,CD99
4026,ARHGEF6
4027,EIF1
